match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.1,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.2,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.3,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.4,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,1,1,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.5,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.6,Ireland,England,U Raymond-Hoey,GH Lewis,KL Cross,0,0,,,,,,lbw,U Raymond-Hoey,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,0.7,Ireland,England,A Hunter,GH Lewis,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.1,Ireland,England,GH Lewis,A Hunter,L Filer,0,1,1,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.2,Ireland,England,GH Lewis,A Hunter,L Filer,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.3,Ireland,England,GH Lewis,A Hunter,L Filer,1,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.4,Ireland,England,A Hunter,GH Lewis,L Filer,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.5,Ireland,England,A Hunter,GH Lewis,L Filer,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.6,Ireland,England,A Hunter,GH Lewis,L Filer,2,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,1.7,Ireland,England,A Hunter,GH Lewis,L Filer,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,2.1,Ireland,England,GH Lewis,A Hunter,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,2.2,Ireland,England,GH Lewis,A Hunter,KL Cross,0,0,,,,,,,,,
1430817,2024,2024-09-07,"Civil Service Cricket Club, Stormont, Belfast",1,2.3,Ireland,England,GH Lewis,A Hunter,KL Cross,0,0,,,,,,,,,
