match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.1,West Indies,England,RMAU Grimmond,Q Joseph,KL Cross,0,1,1,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.2,West Indies,England,RMAU Grimmond,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.3,West Indies,England,RMAU Grimmond,Q Joseph,KL Cross,0,0,,,,,,caught,RMAU Grimmond,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.4,West Indies,England,Z James,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.5,West Indies,England,Z James,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.6,West Indies,England,Z James,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,0.7,West Indies,England,Z James,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.1,West Indies,England,Q Joseph,Z James,EL Arlott,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.2,West Indies,England,Z James,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.3,West Indies,England,Z James,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.4,West Indies,England,Z James,Q Joseph,EL Arlott,0,0,,,,,,bowled,Z James,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.5,West Indies,England,SR Taylor,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,1.6,West Indies,England,SR Taylor,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.1,West Indies,England,Q Joseph,SR Taylor,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.2,West Indies,England,Q Joseph,SR Taylor,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.3,West Indies,England,SR Taylor,Q Joseph,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.4,West Indies,England,Q Joseph,SR Taylor,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.5,West Indies,England,Q Joseph,SR Taylor,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,2.6,West Indies,England,Q Joseph,SR Taylor,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.1,West Indies,England,SR Taylor,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.2,West Indies,England,SR Taylor,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.3,West Indies,England,SR Taylor,Q Joseph,EL Arlott,0,0,,,,,,lbw,SR Taylor,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.4,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.5,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,3.6,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.1,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.2,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.3,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.4,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.5,West Indies,England,Q Joseph,SA Campbelle,KL Cross,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,4.6,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.1,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.2,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.3,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.4,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,1,1,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.5,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.6,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,5.7,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.1,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.2,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.3,West Indies,England,Q Joseph,SA Campbelle,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.4,West Indies,England,Q Joseph,SA Campbelle,KL Cross,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.5,West Indies,England,Q Joseph,SA Campbelle,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,6.6,West Indies,England,SA Campbelle,Q Joseph,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.1,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.2,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.3,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.4,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.5,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,7.6,West Indies,England,SA Campbelle,Q Joseph,EL Arlott,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.1,West Indies,England,SA Campbelle,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.2,West Indies,England,SA Campbelle,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.3,West Indies,England,SA Campbelle,Q Joseph,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.4,West Indies,England,Q Joseph,SA Campbelle,KL Cross,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.5,West Indies,England,SA Campbelle,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,8.6,West Indies,England,SA Campbelle,Q Joseph,KL Cross,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.1,West Indies,England,Q Joseph,SA Campbelle,L Filer,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.2,West Indies,England,Q Joseph,SA Campbelle,L Filer,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.3,West Indies,England,Q Joseph,SA Campbelle,L Filer,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.4,West Indies,England,Q Joseph,SA Campbelle,L Filer,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.5,West Indies,England,Q Joseph,SA Campbelle,L Filer,4,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,9.6,West Indies,England,Q Joseph,SA Campbelle,L Filer,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.1,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.2,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.3,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.4,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.5,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,1,1,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.6,West Indies,England,SA Campbelle,Q Joseph,CE Dean,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,10.7,West Indies,England,SA Campbelle,Q Joseph,CE Dean,1,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,11.1,West Indies,England,SA Campbelle,Q Joseph,L Filer,0,0,,,,,,,,,
1448396,2025,2025-06-07,"The Cooper Associates County Ground, Taunton",1,11.2,West Indies,England,SA Campbelle,Q Joseph,L Filer,0,0,,,,,,,,,
