match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.1,Ireland,Sri Lanka,S Forbes,CE Coulter Reilly,WGAKK Kulasuriya,0,0,,,,,,lbw,S Forbes,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.2,Ireland,Sri Lanka,A Hunter,CE Coulter Reilly,WGAKK Kulasuriya,0,0,,,,,,caught and bowled,A Hunter,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.3,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.4,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.5,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,0.6,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,WGAKK Kulasuriya,1,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.1,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.2,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.3,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.4,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.5,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,1.6,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.1,Ireland,Sri Lanka,CE Coulter Reilly,O Prendergast,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.2,Ireland,Sri Lanka,CE Coulter Reilly,O Prendergast,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.3,Ireland,Sri Lanka,CE Coulter Reilly,O Prendergast,WGAKK Kulasuriya,4,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.4,Ireland,Sri Lanka,CE Coulter Reilly,O Prendergast,WGAKK Kulasuriya,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.5,Ireland,Sri Lanka,CE Coulter Reilly,O Prendergast,WGAKK Kulasuriya,1,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,2.6,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,WGAKK Kulasuriya,1,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,3.1,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,3.2,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,0,0,,,,,,,,,
1430816,2024,2024-08-20,"Civil Service Cricket Club, Stormont, Belfast",1,3.3,Ireland,Sri Lanka,O Prendergast,CE Coulter Reilly,SIP Fernando,1,0,,,,,,,,,
