match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.1,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.2,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,1,,,,1,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.3,England,Australia,ME Bouchier,TT Beaumont,ML Schutt,0,1,,1,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.4,England,Australia,ME Bouchier,TT Beaumont,ML Schutt,4,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.5,England,Australia,ME Bouchier,TT Beaumont,ML Schutt,1,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.6,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,0.7,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.1,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.2,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.3,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.4,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.5,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,1.6,England,Australia,ME Bouchier,TT Beaumont,KJ Garth,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,2.1,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,2.2,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,2.3,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
1426623,2024/25,2025-01-12,"North Sydney Oval, Sydney",1,2.4,England,Australia,TT Beaumont,ME Bouchier,ML Schutt,0,0,,,,,,,,,
