match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.1,South Africa,West Indies,L Wolvaardt,T Brits,Z James,1,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.2,South Africa,West Indies,T Brits,L Wolvaardt,Z James,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.3,South Africa,West Indies,T Brits,L Wolvaardt,Z James,1,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.4,South Africa,West Indies,L Wolvaardt,T Brits,Z James,4,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.5,South Africa,West Indies,L Wolvaardt,T Brits,Z James,1,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,0.6,South Africa,West Indies,T Brits,L Wolvaardt,Z James,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.1,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.2,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.3,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.4,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.5,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,2,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,1.6,South Africa,West Indies,L Wolvaardt,T Brits,J Glasgow,4,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.1,South Africa,West Indies,T Brits,L Wolvaardt,Z James,4,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.2,South Africa,West Indies,T Brits,L Wolvaardt,Z James,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.3,South Africa,West Indies,T Brits,L Wolvaardt,Z James,4,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.4,South Africa,West Indies,T Brits,L Wolvaardt,Z James,0,1,,,,1,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.5,South Africa,West Indies,L Wolvaardt,T Brits,Z James,0,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,2.6,South Africa,West Indies,L Wolvaardt,T Brits,Z James,4,0,,,,,,,,,
1472536,2025,2025-06-17,"Three Ws Oval, Cave Hill, Barbados",1,3.1,South Africa,West Indies,T Brits,L Wolvaardt,J Glasgow,0,1,1,,,,,,,,
